Comment,Hatespeech
KAD TIK VIENINGI IŠLIKTUMĖT. NES VALDANTIEJI SU SOCDEMAIS BANDO STEIKTI EILĖJE ĮSTAIGŲ MARIJONETINES PROFSĄJUNGAS IR TAIP SKALDYTI JŪSŲ VIENYBĘ. DIDŽIULĖ PAGARBA JUMS IR LINKIU SĖKMĖS,No
"kuo socdemai uzlopys ""skestanti laiva""Siule paulauskui,bet gudruolis nesusigunde vylionemis. Arturas senas vilkas jis supranta ,kad sis masalas(ministro siuloma kede) yra su kvapu. ..",No
"Absoliuciai taiklus straipsnis. Sistemiskai ziurint, juk alkoholizmas yra ne del reklamos, o del asmeninio zmogaus gyvenimo budo ir gebejimo valdyti ir vystyti save, arba dar kitaip gebeti buti laimingam. Tiems, kuriems laime yra prisigerime, ji ne is reklamos atejo... Tie, kurie nemyli krepsinio, to nesupras... Bet as dziaugiuosi, kad shis sportas yra remiamas, kad ir alaus gamintoju. Shiame gyvenime viskas yra kenksminga, jeigu nesaikingai. Reklamos draudimas - ekonomiskai mastant, silpna priemone tikslui pasiekti. Matulo ir Vesaites akcijos - geriausia reklama sidrams ir alui. O del ju kompetencijos shioje srityje sunku ka spresti, ypatingai po tokiu netvirtu pasirodymu, kaip Vesaites per TV foruma. Apskritai manau, kad kai tik Vesaite imasi kokios iniciatyvos, taip gaunasi kazkokia nesamone... Kas jai leido vadovauti Ekonomikos komitetui? Nebuvo geresniu socialdemokratiniu ekonomistu? Man labai patiko Valatkos pastaba del prezidento. Nors as Prezidentu zaviuosi, uz ji visalaik balsavau... taciau, manau, kad Adamkui jau per sunku eiti tokias pareigas... Ypatingai kai patarejai neblizga...Pakelkime alaus bokala uz samoninga ir sviesu Lietuvos pilieti, uz nevarzoma, bet etiska versla ir uz emocijas per krepsinio rungtynes... Nes tai ir butu tikroji gyvenimo kokybe.",No
"Jonai, prisipažink, kad esi paksistas. Kodėl tu taip bijai prisipažint?",No
"sociologines apklausas, nes kai kurios apklausos gali priversti Pikasiuką gerti... raminamuosius:)>>> ""Jei Seimo rinkimai vyktų artimiausiu metu, daugiausiai balsų galėtų tikėtis partija „Tvarka ir teisingumas“, lenkianti lyderių poziciją praradusius konservatorius ir socdemus. Beveik ketvirtadalis gyventojų teigia dar neapsisprendę, už ką balsuoti, ar ketina visai neiti į rinkimus. Tai rodo DELFI užsakymu „Spinter tyrimų“ gruodžio 12-19 dienomis atlikta gyventojų apklausa.__Kaip rodo jos rezultatai, dabar Seimo rinkimuose daugiausiai balsų gautų nušalintojo prezidento Rolando Pakso vadovaujami liberaldemokratai (13,8 proc.). Parama jiems per mėnesį išaugo 1,5 procentinio punkto.__Praradę nemažos dalies gyventojų paramą konservatoriai atsidūrė antroje vietoje (13,3 proc. arba 1,8 procentinio punkto mažiau nei prieš mėnesį). Jie šiek tiek lenkia socialdemokratus (12,7 proc.).__Ketvirtą vietą išsaugojo Darbo partija (10,7 proc.). Jos reitingas per mėnesį išaugo labiausiai – 2,7 procentinio punkto. ...""<<<(žr. str. ""Tyrimas: nepasitenkinimas valdžia augina populistų reitingus""__www.DELFI.lt__2008 sausio mėn. 9 d. 00:01).__Vingių Jonas",No
"sociologines apklausas, nes kai kurios apklausos gali priversti Pikasiuką gerti... raminamuosius:)>>> ""Jei Seimo rinkimai vyktų artimiausiu metu, daugiausiai balsų galėtų tikėtis partija „Tvarka ir teisingumas“, lenkianti lyderių poziciją praradusius konservatorius ir socdemus. Beveik ketvirtadalis gyventojų teigia dar neapsisprendę, už ką balsuoti, ar ketina visai neiti į rinkimus. Tai rodo DELFI užsakymu „Spinter tyrimų“ gruodžio 12-19 dienomis atlikta gyventojų apklausa.__Kaip rodo jos rezultatai, dabar Seimo rinkimuose daugiausiai balsų gautų nušalintojo prezidento Rolando Pakso vadovaujami liberaldemokratai (13,8 proc.). Parama jiems per mėnesį išaugo 1,5 procentinio punkto.__Praradę nemažos dalies gyventojų paramą konservatoriai atsidūrė antroje vietoje (13,3 proc. arba 1,8 procentinio punkto mažiau nei prieš mėnesį). Jie šiek tiek lenkia socialdemokratus (12,7 proc.).__Ketvirtą vietą išsaugojo Darbo partija (10,7 proc.). Jos reitingas per mėnesį išaugo labiausiai – 2,7 procentinio punkto. ...""<<<(žr. str. ""Tyrimas: nepasitenkinimas valdžia augina populistų reitingus""__www.DELFI.lt__2008 sausio mėn. 9 d. 00:01).__Vingių Jonas",No
"sociologines apklausas, nes kai kurios apklausos gali priversti Pikasiuką gerti... raminamuosius:)>>> ""Jei Seimo rinkimai vyktų artimiausiu metu, daugiausiai balsų galėtų tikėtis partija „Tvarka ir teisingumas“, lenkianti lyderių poziciją praradusius konservatorius ir socdemus. Beveik ketvirtadalis gyventojų teigia dar neapsisprendę, už ką balsuoti, ar ketina visai neiti į rinkimus. Tai rodo DELFI užsakymu „Spinter tyrimų“ gruodžio 12-19 dienomis atlikta gyventojų apklausa.__Kaip rodo jos rezultatai, dabar Seimo rinkimuose daugiausiai balsų gautų nušalintojo prezidento Rolando Pakso vadovaujami liberaldemokratai (13,8 proc.). Parama jiems per mėnesį išaugo 1,5 procentinio punkto.__Praradę nemažos dalies gyventojų paramą konservatoriai atsidūrė antroje vietoje (13,3 proc. arba 1,8 procentinio punkto mažiau nei prieš mėnesį). Jie šiek tiek lenkia socialdemokratus (12,7 proc.).__Ketvirtą vietą išsaugojo Darbo partija (10,7 proc.). Jos reitingas per mėnesį išaugo labiausiai – 2,7 procentinio punkto. ...""<<<(žr. str. ""Tyrimas: nepasitenkinimas valdžia augina populistų reitingus""__www.DELFI.lt__2008 sausio mėn. 9 d. 00:01).__Vingių Jonas",No
"Tradicinė,nepopulistinė konservatorių partija savivaldybių rinkimus Plungėje laimėjo pasitelkusi ""gelbėtoją"" G.Jaunių. Reikalai ėjosi kaip sviestu tepti: laimėti savivaldos rinkimai, konservatorių merė E.Lapukienė, vicemeras G.Jaunius. Tik va visa bėda, kad po pusės metų ""visuomeninio darbo"" rajono taryboje Gedučiui viskas nusibodo.Spiovė į savo rinkėjus, į prie užrakintų kabineto durų jau kelis kartus belūkuriuojančias bobutes ir kelintą jau kartą imasi naujos veikloa-žinių laidų vedėjo. Anot DELFI :""Išėjęs iš ""TV pagalbos"" Gediminas Jaunius žengė dar vieną žingsnį - sustabdė savo, Plungės rajono savivaldybės vicemero ir tarybos nario, veiklą."" Toliau dar gražiau: ""Po ilgų svarstymų jis nusprendė palikti konservatorių gretas. Tuo tarpu Tėvynės sąjungos lyderis Andrius Kubilius mano, jog G. Jaunius iš partijos traukiasi tik laikinai.""(Tarp kitko pirmoje straipsnio redakcijoje buvo parašyta, jog A.Kubilius mano, jog Gedas iš partijos traukiasi tik laikinai. Matosi, kad ponaitis Gedas ypač artimas konservatorių lyderiams). Šitokia netektis vargšams konservatoriams, kuriuos anot Albino visos politinės ir nepolitinės jėgos be jokio pagrindo taip darniai puola. Užuojauta ponas Albinai.",No
"Tradicinė,nepopulistinė konservatorių partija savivaldybių rinkimus Plungėje laimėjo pasitelkusi ""gelbėtoją"" G.Jaunių. Reikalai ėjosi kaip sviestu tepti: laimėti savivaldos rinkimai, konservatorių merė E.Lapukienė, vicemeras G.Jaunius. Tik va visa bėda, kad po pusės metų ""visuomeninio darbo"" rajono taryboje Gedučiui viskas nusibodo.Spiovė į savo rinkėjus, į prie užrakintų kabineto durų jau kelis kartus belūkuriuojančias bobutes ir kelintą jau kartą imasi naujos veikloa-žinių laidų vedėjo. Anot DELFI :""Išėjęs iš ""TV pagalbos"" Gediminas Jaunius žengė dar vieną žingsnį - sustabdė savo, Plungės rajono savivaldybės vicemero ir tarybos nario, veiklą."" Toliau dar gražiau: ""Po ilgų svarstymų jis nusprendė palikti konservatorių gretas. Tuo tarpu Tėvynės sąjungos lyderis Andrius Kubilius mano, jog G. Jaunius iš partijos traukiasi tik laikinai.""(Tarp kitko pirmoje straipsnio redakcijoje buvo parašyta, jog A.Kubilius mano, jog Gedas iš partijos traukiasi tik laikinai. Matosi, kad ponaitis Gedas ypač artimas konservatorių lyderiams). Šitokia netektis vargšams konservatoriams, kuriuos anot Albino visos politinės ir nepolitinės jėgos be jokio pagrindo taip darniai puola. Užuojauta ponas Albinai.",No
"Užuojauta ir konservatorių partijai. Šitiek jėgų, triūso ir pastangų įdėta auginant jauną, naują kadrą- ir viskas šuniui ant uodegos.Kas dabar ""gelbės"" konservatorius Plungėje? Artėja Seimo rinkimai, o visi planai, visos viltys ir svajonės griūva. Ką daryti? Iš kur nepopulistams naują ""gelbėtoją"" išpaišyti, kaip tuos rinkėjus suvilioti. Ypač, kad ir valdyti Plungės rajoną konservatoriams nelabai sekasi: ES parama neįsisavinama, regioninis atliekų tvarkymo sąvartynas(vadovaujamas konservatoriaus V.Domarko) buksuoja, biudžetas nesurenkamas, investicijos nebeateina, vicemeras šposus krečia, merė konservatorė silpna vadovė.Dieve, Dieve, KĄ DARYTI???",No
"Užuojauta ir konservatorių partijai. Šitiek jėgų, triūso ir pastangų įdėta auginant jauną, naują kadrą- ir viskas šuniui ant uodegos.Kas dabar ""gelbės"" konservatorius Plungėje? Artėja Seimo rinkimai, o visi planai, visos viltys ir svajonės griūva. Ką daryti? Iš kur nepopulistams naują ""gelbėtoją"" išpaišyti, kaip tuos rinkėjus suvilioti. Ypač, kad ir valdyti Plungės rajoną konservatoriams nelabai sekasi: ES parama neįsisavinama, regioninis atliekų tvarkymo sąvartynas(vadovaujamas konservatoriaus V.Domarko) buksuoja, biudžetas nesurenkamas, investicijos nebeateina, vicemeras šposus krečia, merė konservatorė silpna vadovė.Dieve, Dieve, KĄ DARYTI???",No
ko gi noret? jis gi is darbo partijos.,No
Seimo narys ir dar darbo partijos narys -tuo viskas pasakyta !,No
"visi ten tam seime vienodi ar darbietis,ar baltasis,ar raudonasis",No
"Propogandinis triukas kuris socdeman kainuos b r u n g i a i, oi b r u n g i a i !LIETUVI,SAUGOKIS SENMERGIU PO LITIKIU.",No
"vat šitaip ir laimi rinkimuose šustauskiniai, paksiniai ir uspaskichiniai :(",No
"Alkocholiku tauta lengva valdyti, kiek degtines reklamos, dar niekur tik nemaciau. Prasigerusi tauta, o laikrasciai turi ka rasyti. Alkocholi parduoda 24val per para nusipirkti gali visur prie kiekvieno kampo. Socialdemokratai nugirde tauta ir oligarchams gerai...",No
dar tegu žmonės balsuoja už soceldamakratus ir ūž darbo partiją tai galėsime žiūrėt žiniais ir eit gult,No
dar tegu žmonės balsuoja už soceldamakratus ir ūž darbo partiją tai galėsime žiūrėt žiniais ir eit gult,No
"Įdomu, ar tas bolševikėlis, politinis minedas išliks socdemų partijoje, šiaip jau oficialiai pripažįstančioje demokratijos vertybes, ar bus išmestas, kaip š... ant šakių?",No
"Kirkilo socdemai yra stambaus kapitalo ikaitai, kaip ir koncervai, nieko bendro nubeturintys su liaudies interesais, Kirkilo galvoje atomines dalybos, Palecki, imk i savo rankas tikraja socialdemokratija Lietuvoje, laimesit rinkimus tikrai !!!Palecki, skelk socialdemokratus ir vienykites su Paksu i vieninga politini bloka, tikrai laimesit rinkimus, liaudis parems, o tada....",No
"Kirkilo socdemai yra stambaus kapitalo ikaitai, kaip ir koncervai, nieko bendro nubeturintys su liaudies interesais, Kirkilo galvoje atomines dalybos, Palecki, imk i savo rankas tikraja socialdemokratija Lietuvoje, laimesit rinkimus tikrai !!!Palecki, skelk socialdemokratus ir vienykites su Paksu i vieninga politini bloka, tikrai laimesit rinkimus, liaudis parems, o tada....",No
"Kirkilo socdemai yra stambaus kapitalo ikaitai, kaip ir koncervai, nieko bendro nubeturintys su liaudies interesais, Kirkilo galvoje atomines dalybos, Palecki, imk i savo rankas tikraja socialdemokratija Lietuvoje, laimesit rinkimus tikrai !!!Palecki, skelk socialdemokratus ir vienykites su Paksu i vieninga politini bloka, tikrai laimesit rinkimus, liaudis parems, o tada....",No
"Paleckis buvęs komjaunuolis, ir be abejonės jis taip buvęs Komjaunimo tiesos savininkas. O savininkas turi teisę daryti su savo turtu, ką tik nori. Labai įdomi situacija: Vilniaus socdemai su paksistais pradės vadovauti lietryčiui. Ir R.Valatkai?",No
"Paleckis buvęs komjaunuolis, ir be abejonės jis taip buvęs Komjaunimo tiesos savininkas. O savininkas turi teisę daryti su savo turtu, ką tik nori. Labai įdomi situacija: Vilniaus socdemai su paksistais pradės vadovauti lietryčiui. Ir R.Valatkai?",No
"Perskaičiau citatas iš Paleckio kalbos ir ... po kiekviena iš jų pasirašyčiau. Labai protingi pastebėjimai. Suprantu, kad dabar Paleckiui bus nelengva, nes užmynė ant Vainausko ir Valatkos mazolio ir jam bus nedovanota - bus puolamas kiekviena proga ir be progos. Štai jums, ponai, ir „laisva“, „nepriklausoma“ spauda. O dėl Paleckio politinių pažiūrų, tai jos ir yra tikrai socialdemokratinės, skirtingai nuo Kirkilo social-kapitalistinių, ir palikime tai žmonėms spręsti per rinkimus. Aš balsuočiau už jį.",No
"Perskaičiau citatas iš Paleckio kalbos ir ... po kiekviena iš jų pasirašyčiau. Labai protingi pastebėjimai. Suprantu, kad dabar Paleckiui bus nelengva, nes užmynė ant Vainausko ir Valatkos mazolio ir jam bus nedovanota - bus puolamas kiekviena proga ir be progos. Štai jums, ponai, ir „laisva“, „nepriklausoma“ spauda. O dėl Paleckio politinių pažiūrų, tai jos ir yra tikrai socialdemokratinės, skirtingai nuo Kirkilo social-kapitalistinių, ir palikime tai žmonėms spręsti per rinkimus. Aš balsuočiau už jį.",No
ir pirma karta Valatka neapipyle purvu konservatoriu,No
"Visiškai pritariu jūsų, kolega, komentarui. Kadangi straipsnis apie žemės ūkį, tai vertėtų priminti, kad socdemai sukišo daug milijonų norėdami palaikyti ""sovchozų"" gyvastį. Tai baigėsi tuo, kad jie buvo galutinai nustekenti, praskolinti bankams ir jų darbuotojams netgi nebeliko ką dalintis. Net ir tos, kokios karvutės ar paršelio, kaip kolūkiečiui, ( netgi jam kai kas liko po ""kolchozo"" viršūnėlės apetitų) nebeteko dalintis. 24-o nr kolega kažką peza apie Kauno ""televizorių"" gamyklą. Kiek menu tas ""Bangos"" pavadinimas buvo skirtas tik ""karinės dėžutės"" numerio pridengimui. Iš didelio skaičiaus cechų tik vieninteliame buvo gaminamas ""Šilelis"", kuris turėjo paklausą, kol sugebėjo suskubti su naujovėmis, o vėliau beviltiškai atgyveno. Kiti cechai dirbo kaip sovietinės karinė pramonės oibjektai. Direktorius Jankauskas gal ir buvo kaip tiems laikams gabus vadybininkas, bet jis taip užsižaidė su sovietinės technologijos ""šedevrais"", kad ir jis nebesuskubo į nuvažiuojantį traukinį. Atėjusiam į jo vietą Gudeliui beliko tik išparceliuoti, kas dar šiokią tokią vertę turėjo. ""EBSW"" tada irgi, kaip žinia, nesnaudė...",No
"Po 1991 m. buvo sukurta nusikalteliu valstybe. Jau ir nepilnameciai plesikai ir zmogzudziai - vos ne kasdienybe...Beveik pries du desimtmecius landzbergistai aiskino, kad nauja karta taps zmonemis. Siandien matome, kad klydo. Nedekit vilties, kad cia kada nors gyvens pilnaverciai zmones... Na, gal maza viltis ir yra. Smetonos laikais i JAV emigravo apie trecdali Lietuvos, o siandien ""tik"" sestadalis isbego i Vakarus.",No
"Gal jums, kolega, ""abonentinis - otkatinis"" kamuolio bumbsėjimas naujuose Kauno sporto rūmuose už pusę milijardo litų didesnę euforiją keltų, bet konservatoriai, kaip matome, kuklūs. Jie ir su tris kartus mažesne suma žada prasisukti. Manote, kad dėl to pergalių mažiau bus? Kažin ar jos su buvusio mero A.Garbaravičiaus ""pastangomis"" kaip nors susiję?",No
"Nėra jokios Lietuvos. Čia ką, naujas konservatorių lozungas? Jei čia tau ne Lietuva, tai gal susikrauk daiktus ir....P.S.Nebūtų Lietuvos, nevažiuotų čia amerikonai už 70 litukų per mėnesį pagyventi. Juk tik Lietuvoje jie taip gali.",No
"pagaliau supratau, kodėl p.V alatkai vis užkliūva konservatoriai. Juk jis kadaise nuo vieno iš jų buvo gavęs skambų antausį. Matyt iki šiol skruostas tebeperši...",No
"pagaliau supratau, kodėl p.V alatkai vis užkliūva konservatoriai. Juk jis kadaise nuo vieno iš jų buvo gavęs skambų antausį. Matyt iki šiol skruostas tebeperši...",No
"Radau jūsų komentarą, kuris su mano teiginiu susijęs. Tai nėra labai įprasta pastaruoju metu kai kurių ""specifinių"" kolegų komentaruose, tad pabandysiu atsakyti. >>>> Tokių verksnių, kuriems nuo žadėtų vokiečiams 500 milijonų nieko nenubyrėjo ir jau, matomai, nenubyrės, dažnai komentarų puslapiuose pastebiu. Jei panašaus dydžio sporto rūmai Kaune bus pastatyti už trigubai mažesnę sumą, tai bus sutaupyta virš 300 milijonų litų ir neteks kauniečiams ir jų vaikams dešimtis metų diržus veržtis, kad kokiam užsienio bankui skolą su procentais mokėti. Miestų savivaldybėms Kauno daugumos koalicija pateikė gerą pavyzdį, kaip be reikalo neišlaidauti ir visiškai nesistebiu, kad Tėvynės sąjungos atstovai miesto taryboje taip pat parodė savo išmintį ir atkaklumą. Manau, kad toks sprendimas nemažai priklausė ir nuo mero Andriaus Kupčinsko pastangų. Beje, juo nepasitenkinimą pradeda reikšti tie Kauno verslininkai, kurie tradiciškai tikėdavosi gauti iš miesto valdžios įvairių lengvatų savo verslui plėtoti. Kai tokia ""plėtra"", tai tokie ir ""otkatai"", tikriausiai, būtų. Štai ir sklinda tarp nuskriaustų tokio tipo verslininkų, kad ""meras neima"". Kad jį kur:)... >>>> Esu įsitikinęs, kad tie apie 2500 milijonų litų, kuriuos Lietuva gavo už dalį ""Mažeikių naftos"" akcijų yra dar kur kas didesnis TS(LK) ir KDP koalicijos įnašas į šalies biudžetą, negu Sporto rūmų lėšų taupymas, nes jei socdemų siūlymu būtų ""parduota"" visa įmonė už vieną litą, ar R.Pakso už dešimtis milijonų su galimais skirtumo ""otkatais"", tai tų 2,5 mlrd. Lietuvos eiliniai žmonės nebūtų gavę ir sena valstybės skola už indėlius nebūtų padengta. Beje ""Willjams"" bendrovė gautą paskolą apyvartinėms lėšoms grąžinėjo periodiškai su procentais ir tą įsipareigojimą sėkmingai tęsė ""Jukos"" bendrovė, kol visa skola buvo sumokėta.>>> Nemuno sala Kaune yra brangus turtas, kaip strategiškoje vietoje esantis žemės sklypas. Tą įrodo ir verslininkų siūlymai pastatyti rūmus beveik vien už savo lėšas, jei miesto valdžia leis jiems pasinaudoti likusiu plotu kitoms jų reikmėms. Manau, kad toks siūlymas taip pat svarstytinas, nes matom, kad LR Vyriausybė žada tik kuklią paramą . Gal jai nėra priimtina, kad Kauną valdo ne tie, kurie 500 milijonų litų vokiečiams žadėjo. Gal tie ""otkatai"" ne tik į pakalnę, o ir į kalną valdžios laipteliais būtų ridinėję? Kas gali paneigti? Tada gal ir aukščiausioje vykdomoje institucijoje - LR Vyriausybėje atsirastų palankių balsų, kad ""Kaunui reikia padėti, nes jie krepšinį myli"". Krepšinį , kiek žinau. kauniečiai myli, bet pradėjo ""otkatų"" nemylėt. Problema kai kam, a ne?",No
"Radau jūsų komentarą, kuris su mano teiginiu susijęs. Tai nėra labai įprasta pastaruoju metu kai kurių ""specifinių"" kolegų komentaruose, tad pabandysiu atsakyti. >>>> Tokių verksnių, kuriems nuo žadėtų vokiečiams 500 milijonų nieko nenubyrėjo ir jau, matomai, nenubyrės, dažnai komentarų puslapiuose pastebiu. Jei panašaus dydžio sporto rūmai Kaune bus pastatyti už trigubai mažesnę sumą, tai bus sutaupyta virš 300 milijonų litų ir neteks kauniečiams ir jų vaikams dešimtis metų diržus veržtis, kad kokiam užsienio bankui skolą su procentais mokėti. Miestų savivaldybėms Kauno daugumos koalicija pateikė gerą pavyzdį, kaip be reikalo neišlaidauti ir visiškai nesistebiu, kad Tėvynės sąjungos atstovai miesto taryboje taip pat parodė savo išmintį ir atkaklumą. Manau, kad toks sprendimas nemažai priklausė ir nuo mero Andriaus Kupčinsko pastangų. Beje, juo nepasitenkinimą pradeda reikšti tie Kauno verslininkai, kurie tradiciškai tikėdavosi gauti iš miesto valdžios įvairių lengvatų savo verslui plėtoti. Kai tokia ""plėtra"", tai tokie ir ""otkatai"", tikriausiai, būtų. Štai ir sklinda tarp nuskriaustų tokio tipo verslininkų, kad ""meras neima"". Kad jį kur:)... >>>> Esu įsitikinęs, kad tie apie 2500 milijonų litų, kuriuos Lietuva gavo už dalį ""Mažeikių naftos"" akcijų yra dar kur kas didesnis TS(LK) ir KDP koalicijos įnašas į šalies biudžetą, negu Sporto rūmų lėšų taupymas, nes jei socdemų siūlymu būtų ""parduota"" visa įmonė už vieną litą, ar R.Pakso už dešimtis milijonų su galimais skirtumo ""otkatais"", tai tų 2,5 mlrd. Lietuvos eiliniai žmonės nebūtų gavę ir sena valstybės skola už indėlius nebūtų padengta. Beje ""Willjams"" bendrovė gautą paskolą apyvartinėms lėšoms grąžinėjo periodiškai su procentais ir tą įsipareigojimą sėkmingai tęsė ""Jukos"" bendrovė, kol visa skola buvo sumokėta.>>> Nemuno sala Kaune yra brangus turtas, kaip strategiškoje vietoje esantis žemės sklypas. Tą įrodo ir verslininkų siūlymai pastatyti rūmus beveik vien už savo lėšas, jei miesto valdžia leis jiems pasinaudoti likusiu plotu kitoms jų reikmėms. Manau, kad toks siūlymas taip pat svarstytinas, nes matom, kad LR Vyriausybė žada tik kuklią paramą . Gal jai nėra priimtina, kad Kauną valdo ne tie, kurie 500 milijonų litų vokiečiams žadėjo. Gal tie ""otkatai"" ne tik į pakalnę, o ir į kalną valdžios laipteliais būtų ridinėję? Kas gali paneigti? Tada gal ir aukščiausioje vykdomoje institucijoje - LR Vyriausybėje atsirastų palankių balsų, kad ""Kaunui reikia padėti, nes jie krepšinį myli"". Krepšinį , kiek žinau. kauniečiai myli, bet pradėjo ""otkatų"" nemylėt. Problema kai kam, a ne?",No
"Radau jūsų komentarą, kuris su mano teiginiu susijęs. Tai nėra labai įprasta pastaruoju metu kai kurių ""specifinių"" kolegų komentaruose, tad pabandysiu atsakyti. >>>> Tokių verksnių, kuriems nuo žadėtų vokiečiams 500 milijonų nieko nenubyrėjo ir jau, matomai, nenubyrės, dažnai komentarų puslapiuose pastebiu. Jei panašaus dydžio sporto rūmai Kaune bus pastatyti už trigubai mažesnę sumą, tai bus sutaupyta virš 300 milijonų litų ir neteks kauniečiams ir jų vaikams dešimtis metų diržus veržtis, kad kokiam užsienio bankui skolą su procentais mokėti. Miestų savivaldybėms Kauno daugumos koalicija pateikė gerą pavyzdį, kaip be reikalo neišlaidauti ir visiškai nesistebiu, kad Tėvynės sąjungos atstovai miesto taryboje taip pat parodė savo išmintį ir atkaklumą. Manau, kad toks sprendimas nemažai priklausė ir nuo mero Andriaus Kupčinsko pastangų. Beje, juo nepasitenkinimą pradeda reikšti tie Kauno verslininkai, kurie tradiciškai tikėdavosi gauti iš miesto valdžios įvairių lengvatų savo verslui plėtoti. Kai tokia ""plėtra"", tai tokie ir ""otkatai"", tikriausiai, būtų. Štai ir sklinda tarp nuskriaustų tokio tipo verslininkų, kad ""meras neima"". Kad jį kur:)... >>>> Esu įsitikinęs, kad tie apie 2500 milijonų litų, kuriuos Lietuva gavo už dalį ""Mažeikių naftos"" akcijų yra dar kur kas didesnis TS(LK) ir KDP koalicijos įnašas į šalies biudžetą, negu Sporto rūmų lėšų taupymas, nes jei socdemų siūlymu būtų ""parduota"" visa įmonė už vieną litą, ar R.Pakso už dešimtis milijonų su galimais skirtumo ""otkatais"", tai tų 2,5 mlrd. Lietuvos eiliniai žmonės nebūtų gavę ir sena valstybės skola už indėlius nebūtų padengta. Beje ""Willjams"" bendrovė gautą paskolą apyvartinėms lėšoms grąžinėjo periodiškai su procentais ir tą įsipareigojimą sėkmingai tęsė ""Jukos"" bendrovė, kol visa skola buvo sumokėta.>>> Nemuno sala Kaune yra brangus turtas, kaip strategiškoje vietoje esantis žemės sklypas. Tą įrodo ir verslininkų siūlymai pastatyti rūmus beveik vien už savo lėšas, jei miesto valdžia leis jiems pasinaudoti likusiu plotu kitoms jų reikmėms. Manau, kad toks siūlymas taip pat svarstytinas, nes matom, kad LR Vyriausybė žada tik kuklią paramą . Gal jai nėra priimtina, kad Kauną valdo ne tie, kurie 500 milijonų litų vokiečiams žadėjo. Gal tie ""otkatai"" ne tik į pakalnę, o ir į kalną valdžios laipteliais būtų ridinėję? Kas gali paneigti? Tada gal ir aukščiausioje vykdomoje institucijoje - LR Vyriausybėje atsirastų palankių balsų, kad ""Kaunui reikia padėti, nes jie krepšinį myli"". Krepšinį , kiek žinau. kauniečiai myli, bet pradėjo ""otkatų"" nemylėt. Problema kai kam, a ne?",No
"Butu maloniau jei jus visi piktintumetes ne tik sios seimos sunaus ir tevo zmogzudystemis, bet kartu visos sistemos kas ja sau palankia susikure, tai SEIMUNU(ypac socialdemokratu ir darbieciu), POLICIJOS ir VIETINIU APSKRICIU, SAVIVALDYBIU darbuotojais(dazniausiai pasitaikanciais vagimis, nusikalteliais, mafija kurie cia dirba). SUSIMASTYKITE PER ATEINANCIUS RINKIMUS, NEKAITELIOKITE VALDZIOS NUO KONSERVATORIU IR IKI YPAC BLOGIECIU DABARTINIU SOCIALDEMOKRATU. Nereikia rinkti daugelio vidurio partiju, kurios skelbiasi socialdemokratinemis ar panasiai. Rinkime geriau pavienius zmones, kelkime juos i valdzia ypac jei jie visu gerbiami, gerai zinomi. Is partiju galbut pasitikeciau Arturo Zuoko partija, kitu nezinau arba man jos nezinomos arba silpnos ir nieko nenuveiks(tokia krikscioniu demokratu partija, nors gal verta pasitikejimo, bet silpna). IR SVARBIAUSIAI REMKIME PRIE SIENOS MAFIJOS ATSTOVUS KAD JIE PRIIMTU ISTATYMA KAD PER RINKIMUS I SEIMA BUTU GALIMA BALSUOTI TIK UZ PAVIENIUS KANDIDATUS, BET NE ---- PARTIJAS(mafijas)!",No
"Butu maloniau jei jus visi piktintumetes ne tik sios seimos sunaus ir tevo zmogzudystemis, bet kartu visos sistemos kas ja sau palankia susikure, tai SEIMUNU(ypac socialdemokratu ir darbieciu), POLICIJOS ir VIETINIU APSKRICIU, SAVIVALDYBIU darbuotojais(dazniausiai pasitaikanciais vagimis, nusikalteliais, mafija kurie cia dirba). SUSIMASTYKITE PER ATEINANCIUS RINKIMUS, NEKAITELIOKITE VALDZIOS NUO KONSERVATORIU IR IKI YPAC BLOGIECIU DABARTINIU SOCIALDEMOKRATU. Nereikia rinkti daugelio vidurio partiju, kurios skelbiasi socialdemokratinemis ar panasiai. Rinkime geriau pavienius zmones, kelkime juos i valdzia ypac jei jie visu gerbiami, gerai zinomi. Is partiju galbut pasitikeciau Arturo Zuoko partija, kitu nezinau arba man jos nezinomos arba silpnos ir nieko nenuveiks(tokia krikscioniu demokratu partija, nors gal verta pasitikejimo, bet silpna). IR SVARBIAUSIAI REMKIME PRIE SIENOS MAFIJOS ATSTOVUS KAD JIE PRIIMTU ISTATYMA KAD PER RINKIMUS I SEIMA BUTU GALIMA BALSUOTI TIK UZ PAVIENIUS KANDIDATUS, BET NE ---- PARTIJAS(mafijas)!",No
"O argi Lietuvoje dedasi ne tas pat? Juk komunizmo šmėkla dar vis vaidenasi ne tik pasenusiams konservatoriams, bet ir gan rimtiems šių dienų amžininkams.Mūsų didžiausia bėda , kad nesugebame išsilaisvinti iš iliuzijų, paviršutiniškų politikų prigalvotų pavojų ir sąmoningai gaivinamų praeities vaiduoklių",No
"O argi Lietuvoje dedasi ne tas pat? Juk komunizmo šmėkla dar vis vaidenasi ne tik pasenusiams konservatoriams, bet ir gan rimtiems šių dienų amžininkams.Mūsų didžiausia bėda , kad nesugebame išsilaisvinti iš iliuzijų, paviršutiniškų politikų prigalvotų pavojų ir sąmoningai gaivinamų praeities vaiduoklių",No
